region,county,market,category,commodity,unit,priceflag,pricetype,price
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,63.05
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5025.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,32.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2583.32
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4500.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,76.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,50.7
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,50.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,25.57
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2551.67
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1945.37
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3685.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,222.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,55.3
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,5516.67
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,64.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,35.45
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,2837.5
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1819.44
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,75.97
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6800.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,72.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,23.96
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2021.67
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1465.74
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4620.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,70.27
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,7470.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,25.79
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2200.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,60.5
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5410.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,30.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1763.88
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4500.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,66.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,48.8
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,50.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,26.39
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2217.14
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1580.95
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3742.86
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,43.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,220.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,53.31
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,5800.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,60.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,30.75
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3200.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1619.04
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,76.04
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6800.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,24.12
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,53.18
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,79.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,22.21
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2000.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1357.14
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5850.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,65.77
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8100.0
Coast,Kilifi,Kilifi,cereals and tubers,Maize,KG,actual,Retail,33.9
Coast,Kilifi,Kilifi,pulses and nuts,Beans,KG,actual,Retail,83.1
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,28.11
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2372.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,60.25
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5596.0
Coast,Tana River,Hola (Tana River),cereals and tubers,Maize,KG,actual,Retail,35.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,29.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,944.43
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4500.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,69.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,48.9
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,48.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,27.57
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2356.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1714.44
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3674.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,43.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,215.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,58.26
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,5696.0
North Eastern,Garissa,Garissa,cereals and tubers,Maize,KG,actual,Retail,65.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,66.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,30.12
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3200.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1483.33
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,75.31
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6864.0
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize,KG,actual,Retail,42.0
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans,KG,actual,Retail,104.0
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize,KG,actual,Retail,41.1
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans,KG,actual,Retail,87.3
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,23.13
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,90 KG,actual,Wholesale,2088.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1324.44
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3148.0
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,55.3
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,90 KG,actual,Wholesale,5400.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,82.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,23.6
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2000.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1427.22
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,5835.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,71.2
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8100.0
Coast,Kilifi,Kilifi,cereals and tubers,Maize,KG,actual,Retail,37.5
Coast,Kilifi,Kilifi,pulses and nuts,Beans,KG,actual,Retail,87.4
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2500.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,5760.0
Coast,Tana River,Hola (Tana River),cereals and tubers,Maize,KG,actual,Retail,35.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,29.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1249.99
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4275.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,71.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,52.1
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,48.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,25.48
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2395.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1722.21
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3710.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,43.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,208.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,63.88
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,6310.0
North Eastern,Garissa,Garissa,cereals and tubers,Maize,KG,actual,Retail,65.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,66.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,30.24
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3320.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1613.88
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3525.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,75.58
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,6445.0
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize,KG,actual,Retail,47.0
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans,KG,actual,Retail,107.0
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize,KG,actual,Retail,40.2
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans,KG,actual,Retail,81.9
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,21.08
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,90 KG,actual,Wholesale,2100.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1388.88
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3150.0
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,54.44
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,90 KG,actual,Wholesale,5400.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,74.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,24.86
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2020.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1456.11
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,7200.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,74.02
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8595.0
Coast,Kilifi,Kilifi,cereals and tubers,Maize,KG,actual,Retail,37.7
Coast,Kilifi,Kilifi,pulses and nuts,Beans,KG,actual,Retail,86.1
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,2600.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,6800.0
Coast,Tana River,Hola (Tana River),cereals and tubers,Maize,KG,actual,Retail,31.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,30.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1611.11
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,4050.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,75.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,49.4
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,50.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,25.57
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2403.33
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1426.84
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3890.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,210.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,72.9
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,6400.0
North Eastern,Garissa,Garissa,cereals and tubers,Maize,KG,actual,Retail,65.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,68.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,30.22
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3200.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1362.96
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,75.81
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize,KG,actual,Retail,38.0
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans,KG,actual,Retail,112.0
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize,KG,actual,Retail,41.5
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans,KG,actual,Retail,82.2
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,21.54
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,90 KG,actual,Wholesale,2100.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1441.35
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3150.0
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,58.78
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,90 KG,actual,Wholesale,6200.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,70.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,24.82
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2190.67
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1279.81
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6675.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,77.36
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,8175.0
Coast,Kilifi,Kilifi,cereals and tubers,Maize,KG,actual,Retail,37.0
Coast,Kilifi,Kilifi,pulses and nuts,Beans,KG,actual,Retail,88.9
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,3067.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,6933.0
Coast,Tana River,Hola (Tana River),cereals and tubers,Maize,KG,actual,Retail,31.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,33.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,86.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,48.4
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,50.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,32.77
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,2833.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1424.08
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3750.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,77.48
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,57.21
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,89.93
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,205.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,80.5
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,7100.0
North Eastern,Garissa,Garissa,cereals and tubers,Maize,KG,actual,Retail,65.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,68.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,36.11
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3267.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1894.09
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,76.08
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7467.0
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize,KG,actual,Retail,42.0
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans,KG,actual,Retail,105.0
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize,KG,actual,Retail,41.0
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans,KG,actual,Retail,85.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,28.29
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,90 KG,actual,Wholesale,2500.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2272.72
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3550.0
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,actual,Wholesale,64.69
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,90 KG,actual,Wholesale,7000.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,78.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,25.37
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,2400.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1212.27
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4800.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,86.17
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,6900.0
Coast,Kilifi,Kilifi,cereals and tubers,Maize,KG,actual,Retail,36.0
Coast,Kilifi,Kilifi,pulses and nuts,Beans,KG,actual,Retail,93.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,3170.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,8496.0
Coast,Tana River,Hola (Tana River),cereals and tubers,Maize,KG,actual,Retail,38.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,37.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,90.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,48.8
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,50.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,35.4
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,3000.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1456.36
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3712.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,45.0
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,79.34
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,59.24
Nairobi,Nairobi,Nairobi,non-food,Fuel,L,actual,Retail,92.89
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,200.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,89.18
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,7356.0
North Eastern,Garissa,Garissa,cereals and tubers,Maize,KG,actual,Retail,60.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,65.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,35.47
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,3040.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,2218.17
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3600.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,76.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,7744.0
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize,KG,actual,Retail,45.0
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans,KG,actual,Retail,106.0
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize,KG,actual,Retail,44.0
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans,KG,actual,Retail,90.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,actual,Wholesale,31.69
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,90 KG,actual,Wholesale,2500.0
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1848.63
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,actual,Wholesale,3550.0
